N-.1	N-.2	N-.3	N-.4	N-.5	N-.6	enrichment_term
BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP	0	0	0	0	0	0	BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP
BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN	0	0	0	0	0	0	BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN
BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP	0	0	0	0	0	0	BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP
BERENJENO_TRANSFORMED_BY_RHOA_UP	0.179382223158431	0.0454433487088878	12.819427056293	0.139792574124011	0.0312243409634063	0.27515684553851	BERENJENO_TRANSFORMED_BY_RHOA_UP
BERGER_MBD2_TARGETS	0	0	0	0	0	0	BERGER_MBD2_TARGETS
BERNARD_PPAPDC1B_TARGETS_DN	1.25283250859471	1.24391995043995	0	0	1.41699141766467	0	BERNARD_PPAPDC1B_TARGETS_DN
BERNARD_PPAPDC1B_TARGETS_UP	0	0.428194532720143	0.689446948187617	0.245345712957401	0.435586462000282	0	BERNARD_PPAPDC1B_TARGETS_UP
BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN	0.825910158549598	0.820046157925885	0	0.439272443372525	0.661633278130685	0	BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN
BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP	0.342054738528222	0.339347963560727	0	0	0.721298075397885	0.789891013891756	BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN	0.979944012548878	0.607816089619033	0.306050053827139	0.092501851764997	1.23287167408786	0	BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP	2.27438846534683	0.679207922891833	3.49886795280275	0.0331791173065979	0.393430833139547	0	BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP
BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN	0.770574735253236	0.37025358574564	0.618960294782066	0.629885147983659	1.04639643875441	0.457973064081448	BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN
BHAT_ESR1_TARGETS_NOT_VIA_AKT1_UP	0.0838139291188526	0.212822845516934	1.28362901345655	0.222193989940307	0.173620104342142	0	BHAT_ESR1_TARGETS_NOT_VIA_AKT1_UP
BHAT_ESR1_TARGETS_VIA_AKT1_DN	1.03904941558056	0	0.288296265126091	0.29350214549104	0.494041049161291	0	BHAT_ESR1_TARGETS_VIA_AKT1_DN
BHAT_ESR1_TARGETS_VIA_AKT1_UP	0.0156615022398703	0.613992277064102	1.33298319618702	0.390277569716517	0.0782780719014833	0	BHAT_ESR1_TARGETS_VIA_AKT1_UP
BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN	0	0.472488194366105	0.526954607591478	1.41383397320922	0.189563277313988	0.670635464033865	BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN
BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP	0.123175253740524	0.294869990387499	0.596853821916238	1.03888932496682	0.212108125358376	0.728693546801364	BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP
BHATTACHARYA_EMBRYONIC_STEM_CELL	0.198439083615918	0.195278418298314	4.24207089820826	0	0.275109831941647	0	BHATTACHARYA_EMBRYONIC_STEM_CELL
BIDUS_METASTASIS_DN	0.331376804818457	0.557539660922701	0.0438715159009585	0.405502212530131	0.146302961862728	0.186674774156693	BIDUS_METASTASIS_DN
BIDUS_METASTASIS_UP	0.267775014057476	0.0795649275819481	0.778157350820621	0.804777796471509	0.355161332491646	0.827872499798275	BIDUS_METASTASIS_UP
BILANGES_RAPAMYCIN_SENSITIVE_GENES	0	0.497630008549623	0.275238016221916	0.280349499740119	0	0	BILANGES_RAPAMYCIN_SENSITIVE_GENES
BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2	0.543385728931373	0.284336317927124	2.74150587585132	0.0801128762647058	0	0	BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	0	0.786513165707933	0.793494565321295	0	0	0.327534702630074	BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES
BILANGES_SERUM_RESPONSE_TRANSLATION	0	0.221209693179314	0.945692338505699	0	0.566925109225184	0.632150982720525	BILANGES_SERUM_RESPONSE_TRANSLATION
BILANGES_SERUM_SENSITIVE_GENES	0.584013480602683	0.577269532231759	0.962076147533407	0.162510173085239	0.328755362566353	0	BILANGES_SERUM_SENSITIVE_GENES
BILANGES_SERUM_SENSITIVE_VIA_TSC1	0	0	0	0	0	0	BILANGES_SERUM_SENSITIVE_VIA_TSC1
BILANGES_SERUM_SENSITIVE_VIA_TSC2	0.184115671063548	0.182029556941796	1.54074399036396	0.847033227268087	0	0.574279256445467	BILANGES_SERUM_SENSITIVE_VIA_TSC2
BILBAN_B_CLL_LPL_DN	0	2.84643582567397	0	0	3.01356273257836	0	BILBAN_B_CLL_LPL_DN
BILBAN_B_CLL_LPL_UP	5.95044261400679	1.14994504372142	0	1.872482529758	0.261991335694985	0.31347663460074	BILBAN_B_CLL_LPL_UP
BILD_CTNNB1_ONCOGENIC_SIGNATURE	0.0493977095383984	0.186837718774929	0.1162345236305	0.119645461157348	0.268443632504693	0	BILD_CTNNB1_ONCOGENIC_SIGNATURE
BILD_E2F3_ONCOGENIC_SIGNATURE	0.348431773381906	0.0266455179017672	1.17152625129797	0.107911273447719	0.101175386890857	0	BILD_E2F3_ONCOGENIC_SIGNATURE
BILD_HRAS_ONCOGENIC_SIGNATURE	1.63022311023647	1.22514050249118	0.282815718685545	0.120439412540899	1.22040849988578	0.144846606691804	BILD_HRAS_ONCOGENIC_SIGNATURE
BILD_MYC_ONCOGENIC_SIGNATURE	0.0805124114533062	0.0300987692121543	6.82343434299064	0.0101001847759474	0.0597463898300114	0	BILD_MYC_ONCOGENIC_SIGNATURE
BILD_SRC_ONCOGENIC_SIGNATURE	0.357293539793884	0.353050849647066	0.20253375117932	0.608447853428653	0	0	BILD_SRC_ONCOGENIC_SIGNATURE
BIOCARTA_41BB_PATHWAY	0	0.873140754576696	0	0	0	0	BIOCARTA_41BB_PATHWAY
BIOCARTA_ACE2_PATHWAY	0	0	0	0	0	0	BIOCARTA_ACE2_PATHWAY
BIOCARTA_ACETAMINOPHEN_PATHWAY	0	0	0	0	0	0	BIOCARTA_ACETAMINOPHEN_PATHWAY
BIOCARTA_ACH_PATHWAY	0	0	0	0	0	0	BIOCARTA_ACH_PATHWAY
BIOCARTA_ACTINY_PATHWAY	0	0	0	0	0	0	BIOCARTA_ACTINY_PATHWAY
BIOCARTA_AGPCR_PATHWAY	0	0	0	0	0	0	BIOCARTA_AGPCR_PATHWAY
BIOCARTA_AGR_PATHWAY	0.238946778882583	3.95083162456618	0.368473745102368	0.374170773487695	0	0.653934648072987	BIOCARTA_AGR_PATHWAY
BIOCARTA_AHSP_PATHWAY	0	0	0	0	0	0	BIOCARTA_AHSP_PATHWAY
BIOCARTA_AKAP13_PATHWAY	0	0	0	0	0	0	BIOCARTA_AKAP13_PATHWAY
BIOCARTA_AKAP95_PATHWAY	0	0	0	0	0	0	BIOCARTA_AKAP95_PATHWAY
BIOCARTA_AKAPCENTROSOME_PATHWAY	0	0.996971987135579	2.34405875271854	0	0	0	BIOCARTA_AKAPCENTROSOME_PATHWAY
BIOCARTA_AKT_PATHWAY	0	2.0695246504678	0	0	0	0	BIOCARTA_AKT_PATHWAY
BIOCARTA_ALK_PATHWAY	0	0	0	0.524459945914035	0.755429678883022	0	BIOCARTA_ALK_PATHWAY
BIOCARTA_ALTERNATIVE_PATHWAY	0	0	0	0	0	0	BIOCARTA_ALTERNATIVE_PATHWAY
BIOCARTA_AMAN_PATHWAY	0	0	0	0	0	0	BIOCARTA_AMAN_PATHWAY
BIOCARTA_AMI_PATHWAY	0	0	0	0	0	0	BIOCARTA_AMI_PATHWAY
BIOCARTA_ARAP_PATHWAY	0	0.931773673731521	0	0	0	0	BIOCARTA_ARAP_PATHWAY
BIOCARTA_ARENRF2_PATHWAY	0	0	0	1.04600227004748	0	0	BIOCARTA_ARENRF2_PATHWAY
BIOCARTA_ARF_PATHWAY	0	0.367160253589075	0	0	0	0.824594974163975	BIOCARTA_ARF_PATHWAY
BIOCARTA_ASBCELL_PATHWAY	0	0	0	0	0	0	BIOCARTA_ASBCELL_PATHWAY
BIOCARTA_AT1R_PATHWAY	0	0.207072912295514	0.333000195133487	0.338496911636046	0.547026492779982	0.611702356591729	BIOCARTA_AT1R_PATHWAY
BIOCARTA_ATM_PATHWAY	0	0.314470963656187	0	0	0	0	BIOCARTA_ATM_PATHWAY
BIOCARTA_ATRBRCA_PATHWAY	0	0	0	0	0	0.70219012856913	BIOCARTA_ATRBRCA_PATHWAY
BIOCARTA_BAD_PATHWAY	0	0.271820831964657	0	0.415752086919552	0	0	BIOCARTA_BAD_PATHWAY
BIOCARTA_BARD1_PATHWAY	0	0	0	0	0	0	BIOCARTA_BARD1_PATHWAY
BIOCARTA_BARR_MAPK_PATHWAY	0	0	0	0	0	0	BIOCARTA_BARR_MAPK_PATHWAY
BIOCARTA_BARRESTIN_PATHWAY	0	0	0	0	0	0	BIOCARTA_BARRESTIN_PATHWAY
BIOCARTA_BARRESTIN_SRC_PATHWAY	0	1.94913010488603	0	0.559263488991656	0.79315476646961	0	BIOCARTA_BARRESTIN_SRC_PATHWAY
BIOCARTA_BBCELL_PATHWAY	0	0	0	0	0	0	BIOCARTA_BBCELL_PATHWAY
BIOCARTA_BCELLSURVIVAL_PATHWAY	0	0.820046157925885	0.433265227318321	0	0	0	BIOCARTA_BCELLSURVIVAL_PATHWAY
BIOCARTA_BCR_PATHWAY	0	1.3204680504804	0	0	2.88864004735691	0.470255019653688	BIOCARTA_BCR_PATHWAY
BIOCARTA_BIOPEPTIDES_PATHWAY	0.184115671063548	0.551968771261789	0	0.307516935037388	1.29406861115965	0	BIOCARTA_BIOPEPTIDES_PATHWAY
BIOCARTA_BLYMPHOCYTE_PATHWAY	0	2.66584411400812	0	0	1.75274003802173	0.789891013891756	BIOCARTA_BLYMPHOCYTE_PATHWAY
BIOCARTA_BOTULIN_PATHWAY	0	0	0	0	0	0	BIOCARTA_BOTULIN_PATHWAY
BIOCARTA_BTG2_PATHWAY	0	0	0	0	0	0	BIOCARTA_BTG2_PATHWAY
BIOCARTA_CACAM_PATHWAY	0	0	0	0	0	0	BIOCARTA_CACAM_PATHWAY
BIOCARTA_CALCINEURIN_PATHWAY	0	2.66584411400812	0	0	1.75274003802173	0	BIOCARTA_CALCINEURIN_PATHWAY
BIOCARTA_CARDIACEGF_PATHWAY	0	0	0	0	0	0	BIOCARTA_CARDIACEGF_PATHWAY
BIOCARTA_CARM_ER_PATHWAY	0	0	0	0	0.588155576565743	0	BIOCARTA_CARM_ER_PATHWAY
BIOCARTA_CARM1_PATHWAY	0	0	0	0	0	0	BIOCARTA_CARM1_PATHWAY
BIOCARTA_CASPASE_PATHWAY	0.196201115832528	1.13007646962121	0.31708299217405	0.322481483864502	0	0	BIOCARTA_CASPASE_PATHWAY
BIOCARTA_CB1R_PATHWAY	0	0	0	0	0	0	BIOCARTA_CB1R_PATHWAY
BIOCARTA_CBL_PATHWAY	0	0	0	0	0	0	BIOCARTA_CBL_PATHWAY
BIOCARTA_CCR3_PATHWAY	0	0	0	0.524459945914035	0	0	BIOCARTA_CCR3_PATHWAY
BIOCARTA_CCR5_PATHWAY	0	0	0	0	0	0	BIOCARTA_CCR5_PATHWAY
BIOCARTA_CD40_PATHWAY	0	1.62001594987228	0	0	0	0.758206063213093	BIOCARTA_CD40_PATHWAY
BIOCARTA_CDC25_PATHWAY	0	0	0	0	0	0	BIOCARTA_CDC25_PATHWAY
BIOCARTA_CDC42RAC_PATHWAY	0	0	0	0	0	0	BIOCARTA_CDC42RAC_PATHWAY
BIOCARTA_CDK5_PATHWAY	0	0	0	0	0	0	BIOCARTA_CDK5_PATHWAY
BIOCARTA_CDMAC_PATHWAY	0	0.367160253589075	0	0.524459945914035	0	0	BIOCARTA_CDMAC_PATHWAY
BIOCARTA_CELL2CELL_PATHWAY	0	0	0	0	0	0	BIOCARTA_CELL2CELL_PATHWAY
BIOCARTA_CELLCYCLE_PATHWAY	0	0	0	0	0	0	BIOCARTA_CELLCYCLE_PATHWAY
BIOCARTA_CERAMIDE_PATHWAY	0.209286606918389	0.207072912295514	0	0.338496911636046	0	0	BIOCARTA_CERAMIDE_PATHWAY
BIOCARTA_CFTR_PATHWAY	0	0	0	0	0	0	BIOCARTA_CFTR_PATHWAY
BIOCARTA_CHEMICAL_PATHWAY	0.223489356887777	0.221209693179314	0.945692338505699	0.355680764493178	0	0	BIOCARTA_CHEMICAL_PATHWAY
BIOCARTA_CHREBP_PATHWAY	0	1.94913010488603	0	0	0	0	BIOCARTA_CHREBP_PATHWAY
BIOCARTA_CIRCADIAN_PATHWAY	0	0	0	0	0	0	BIOCARTA_CIRCADIAN_PATHWAY
BIOCARTA_CK1_PATHWAY	0	0	0	0	0	0	BIOCARTA_CK1_PATHWAY
BIOCARTA_CLASSIC_PATHWAY	0	0	0	0	0	0	BIOCARTA_CLASSIC_PATHWAY
BIOCARTA_COMP_PATHWAY	0	0	0	0	0	0	BIOCARTA_COMP_PATHWAY
BIOCARTA_CPSF_PATHWAY	0	0	0	0	0	0	BIOCARTA_CPSF_PATHWAY
BIOCARTA_CREB_PATHWAY	0	0.221209693179314	0	0.355680764493178	1.41699141766467	0.632150982720525	BIOCARTA_CREB_PATHWAY
BIOCARTA_CREM_PATHWAY	0	0	0	0	0	0	BIOCARTA_CREM_PATHWAY
BIOCARTA_CSK_PATHWAY	0.317102771137706	0.314470963656187	0	0	1.68510653473348	0	BIOCARTA_CSK_PATHWAY
BIOCARTA_CTBP1_PATHWAY	0	0	0	0	0	0	BIOCARTA_CTBP1_PATHWAY
BIOCARTA_CTCF_PATHWAY	0	0.820046157925885	0	1.14833595385269	0	0	BIOCARTA_CTCF_PATHWAY
BIOCARTA_CTL_PATHWAY	0	0	0	0	0	0	BIOCARTA_CTL_PATHWAY
BIOCARTA_CTLA4_PATHWAY	0	0	0	0	0	0	BIOCARTA_CTLA4_PATHWAY
BIOCARTA_CXCR4_PATHWAY	0	1.53121617979962	0	0.439272443372525	0.661633278130685	0.729091089356351	BIOCARTA_CXCR4_PATHWAY
BIOCARTA_CYTOKINE_PATHWAY	0	0	0	0	0	0	BIOCARTA_CYTOKINE_PATHWAY
BIOCARTA_D4GDI_PATHWAY	0	1.94913010488603	0.552824393574245	0	0	0	BIOCARTA_D4GDI_PATHWAY
BIOCARTA_DC_PATHWAY	0	0	0	0	0	0	BIOCARTA_DC_PATHWAY
BIOCARTA_DEATH_PATHWAY	0.15291720077058	0.473019678582177	0.742846885898972	0.267982586570027	0	0	BIOCARTA_DEATH_PATHWAY
BIOCARTA_DICER_PATHWAY	0	0	0	0	0	0	BIOCARTA_DICER_PATHWAY
BIOCARTA_DNAFRAGMENT_PATHWAY	0	0	0	0	0	0	BIOCARTA_DNAFRAGMENT_PATHWAY
BIOCARTA_DREAM_PATHWAY	0	0	0	0	0	0	BIOCARTA_DREAM_PATHWAY
BIOCARTA_DSP_PATHWAY	0	0	0	0	0	0	BIOCARTA_DSP_PATHWAY
BIOCARTA_ECM_PATHWAY	0	1.30734627034692	0.368473745102368	0.374170773487695	0	0	BIOCARTA_ECM_PATHWAY
BIOCARTA_EDG1_PATHWAY	0	0.339347963560727	0	0.493223910572521	0	0.789891013891756	BIOCARTA_EDG1_PATHWAY
BIOCARTA_EEA1_PATHWAY	0	0	0	0	0	0	BIOCARTA_EEA1_PATHWAY
BIOCARTA_EFP_PATHWAY	0	0	0	0	0	0	BIOCARTA_EFP_PATHWAY
BIOCARTA_EGF_PATHWAY	0.47783341345765	0.15101177900988	0	0	1.18992028673731	0	BIOCARTA_EGF_PATHWAY
BIOCARTA_EGFR_SMRTE_PATHWAY	0	0	0	0	0	0	BIOCARTA_EGFR_SMRTE_PATHWAY
BIOCARTA_EICOSANOID_PATHWAY	0	0	0	0	0	0	BIOCARTA_EICOSANOID_PATHWAY
BIOCARTA_EIF_PATHWAY	0	0	0	0	0	0.729091089356351	BIOCARTA_EIF_PATHWAY
BIOCARTA_EIF2_PATHWAY	0	0	0	0	0	0	BIOCARTA_EIF2_PATHWAY
BIOCARTA_EIF4_PATHWAY	0	0.160591107221284	0	0.280349499740119	0	0	BIOCARTA_EIF4_PATHWAY
BIOCARTA_EOSINOPHILS_PATHWAY	0	0	0	0	0	0	BIOCARTA_EOSINOPHILS_PATHWAY
BIOCARTA_EPHA4_PATHWAY	0	0	0	0	0	0	BIOCARTA_EPHA4_PATHWAY
BIOCARTA_EPO_PATHWAY	0	0.253405360535877	0	0	1.51272981590876	0	BIOCARTA_EPO_PATHWAY
BIOCARTA_EPONFKB_PATHWAY	0	0	0	0	0	0	BIOCARTA_EPONFKB_PATHWAY
BIOCARTA_ERAD_PATHWAY	0.654571596858645	0.221209693179314	0	0	0.566925109225184	0.632150982720525	BIOCARTA_ERAD_PATHWAY
BIOCARTA_ERBB3_PATHWAY	0	0	0	0	0	0	BIOCARTA_ERBB3_PATHWAY
BIOCARTA_ERBB4_PATHWAY	0	0	0	0	0	0	BIOCARTA_ERBB4_PATHWAY
BIOCARTA_ERK_PATHWAY	0	0.253405360535877	0	0.394129753755794	1.51272981590876	0	BIOCARTA_ERK_PATHWAY
BIOCARTA_ERK5_PATHWAY	0	0.339347963560727	0	0.493223910572521	1.75274003802173	0	BIOCARTA_ERK5_PATHWAY
BIOCARTA_ERYTH_PATHWAY	0	0	0	0	0	0	BIOCARTA_ERYTH_PATHWAY
BIOCARTA_ETC_PATHWAY	0	0	0	0	0	0	BIOCARTA_ETC_PATHWAY
BIOCARTA_ETS_PATHWAY	0	0	0	0.524459945914035	0	0	BIOCARTA_ETS_PATHWAY
BIOCARTA_EXTRINSIC_PATHWAY	0	0	0	0	0	0	BIOCARTA_EXTRINSIC_PATHWAY
BIOCARTA_FAS_PATHWAY	0.135590197197273	0.13379829837659	0.689446948187617	0.245345712957401	0	0	BIOCARTA_FAS_PATHWAY
BIOCARTA_FBW7_PATHWAY	0	0	0	0	0	0	BIOCARTA_FBW7_PATHWAY
BIOCARTA_FCER1_PATHWAY	0	1.22716242814352	0	0.207019544265557	2.77368229267745	0	BIOCARTA_FCER1_PATHWAY
BIOCARTA_FIBRINOLYSIS_PATHWAY	0	0	0	0	0	0	BIOCARTA_FIBRINOLYSIS_PATHWAY
BIOCARTA_FLUMAZENIL_PATHWAY	0	0	0	0	0	0	BIOCARTA_FLUMAZENIL_PATHWAY
BIOCARTA_FMLP_PATHWAY	0.162555356078909	0.985467473416795	0.275238016221916	0.280349499740119	0.478275847068507	0.540783516339656	BIOCARTA_FMLP_PATHWAY
BIOCARTA_FOSB_PATHWAY	0	0	0	0	0	0	BIOCARTA_FOSB_PATHWAY
BIOCARTA_FREE_PATHWAY	0	0	0	0	0	0	BIOCARTA_FREE_PATHWAY
BIOCARTA_FXR_PATHWAY	0	0	0	0	0	0	BIOCARTA_FXR_PATHWAY
BIOCARTA_G1_PATHWAY	0.255821386198775	0.253405360535877	1.03319807327683	0	0	0	BIOCARTA_G1_PATHWAY
BIOCARTA_G2_PATHWAY	0	0	0.487003379031482	0	0	0	BIOCARTA_G2_PATHWAY
BIOCARTA_GABA_PATHWAY	0	0	0	0	0	0	BIOCARTA_GABA_PATHWAY
BIOCARTA_GATA3_PATHWAY	0	0	0	0	0	0	BIOCARTA_GATA3_PATHWAY
BIOCARTA_GCR_PATHWAY	0	0.996971987135579	0	0	0	0	BIOCARTA_GCR_PATHWAY
BIOCARTA_GH_PATHWAY	0	0.582050794825985	0	0.322481483864502	1.33267299377062	0	BIOCARTA_GH_PATHWAY
BIOCARTA_GHRELIN_PATHWAY	0	0	0	0	0	0	BIOCARTA_GHRELIN_PATHWAY
BIOCARTA_GLEEVEC_PATHWAY	0.184115671063548	0.182029556941796	0	0	0.510693854494271	0	BIOCARTA_GLEEVEC_PATHWAY
BIOCARTA_GPCR_PATHWAY	0	0.551968771261789	0	0	1.29406861115965	0	BIOCARTA_GPCR_PATHWAY
BIOCARTA_GRANULOCYTES_PATHWAY	0	0	0	0	0	0	BIOCARTA_GRANULOCYTES_PATHWAY
BIOCARTA_GSK3_PATHWAY	0	0.931773673731521	0	0.493223910572521	0	0	BIOCARTA_GSK3_PATHWAY
BIOCARTA_HBX_PATHWAY	0	0	0	0	0	0	BIOCARTA_HBX_PATHWAY
BIOCARTA_HCMV_PATHWAY	0	1.30734627034692	0	0.374170773487695	0	0	BIOCARTA_HCMV_PATHWAY
BIOCARTA_HDAC_PATHWAY	0	1.45019714207001	0	0	0.635295089597173	0	BIOCARTA_HDAC_PATHWAY
BIOCARTA_HER2_PATHWAY	0	0.314470963656187	0	0.464977742602356	0.690182285804172	0	BIOCARTA_HER2_PATHWAY
BIOCARTA_HES_PATHWAY	0	0	0	0	0	0	BIOCARTA_HES_PATHWAY
BIOCARTA_HIF_PATHWAY	0	0	0	0	0	0	BIOCARTA_HIF_PATHWAY
BIOCARTA_HIVNEF_PATHWAY	0.372771435029412	0.367296019077948	1.16543612547324	0.710558816648534	0	0	BIOCARTA_HIVNEF_PATHWAY
BIOCARTA_HSP27_PATHWAY	0	0	0	0	0	0	BIOCARTA_HSP27_PATHWAY
BIOCARTA_HSWI_SNF_PATHWAY	0	0	0	0	0	0	BIOCARTA_HSWI_SNF_PATHWAY
BIOCARTA_IFNA_PATHWAY	0	0	0	0	0	0	BIOCARTA_IFNA_PATHWAY
BIOCARTA_IFNG_PATHWAY	0	0	0	0	0	0	BIOCARTA_IFNG_PATHWAY
BIOCARTA_IGF1_PATHWAY	0.223489356887777	0.649142231386699	0	0	0.566925109225184	0	BIOCARTA_IGF1_PATHWAY
BIOCARTA_IGF1MTOR_PATHWAY	0	0.727412585653949	0	0	0	0	BIOCARTA_IGF1MTOR_PATHWAY
BIOCARTA_IGF1R_PATHWAY	0	0.221209693179314	0	0.355680764493178	0.566925109225184	0	BIOCARTA_IGF1R_PATHWAY
BIOCARTA_IL10_PATHWAY	0	0	0	0	0	0	BIOCARTA_IL10_PATHWAY
BIOCARTA_IL12_PATHWAY	0	0	0	0	0	0	BIOCARTA_IL12_PATHWAY
BIOCARTA_IL17_PATHWAY	0	0	0	0	0	0	BIOCARTA_IL17_PATHWAY
BIOCARTA_IL1R_PATHWAY	0	0.649142231386699	0	0	0	0	BIOCARTA_IL1R_PATHWAY
BIOCARTA_IL2_PATHWAY	0	0	0	0	1.46326154247421	0	BIOCARTA_IL2_PATHWAY
BIOCARTA_IL22BP_PATHWAY	0	0	0	0	0	0	BIOCARTA_IL22BP_PATHWAY
BIOCARTA_IL2RB_PATHWAY	0	0.407741181253164	0	0.234964194785624	0.4226935234853	0	BIOCARTA_IL2RB_PATHWAY
BIOCARTA_IL3_PATHWAY	0	0.367160253589075	0	0	0.755429678883022	0	BIOCARTA_IL3_PATHWAY
BIOCARTA_IL4_PATHWAY	0	0	0	0	0	0	BIOCARTA_IL4_PATHWAY
BIOCARTA_IL5_PATHWAY	0	0	0	0	0	0	BIOCARTA_IL5_PATHWAY
BIOCARTA_IL6_PATHWAY	0	0.253405360535877	0	0	0.610880760442698	0	BIOCARTA_IL6_PATHWAY
BIOCARTA_IL7_PATHWAY	0	1.53121617979962	0	0	0.661633278130685	0	BIOCARTA_IL7_PATHWAY
BIOCARTA_INFLAM_PATHWAY	0	0	0	0	0	0	BIOCARTA_INFLAM_PATHWAY
BIOCARTA_INSULIN_PATHWAY	0.223489356887777	0.649142231386699	0	0	0.566925109225184	0	BIOCARTA_INSULIN_PATHWAY
BIOCARTA_INTEGRIN_PATHWAY	0	0.864986165084631	0	0.245345712957401	0.435586462000282	0	BIOCARTA_INTEGRIN_PATHWAY
BIOCARTA_INTRINSIC_PATHWAY	0	0	0	0	0	0	BIOCARTA_INTRINSIC_PATHWAY
BIOCARTA_ION_PATHWAY	0	0	0	0	0	0	BIOCARTA_ION_PATHWAY
BIOCARTA_IRES_PATHWAY	0	0	0	0	0	0	BIOCARTA_IRES_PATHWAY
BIOCARTA_KERATINOCYTE_PATHWAY	0.101323420503946	0.703367878672447	0	0.198645736513768	0.376579471043488	0	BIOCARTA_KERATINOCYTE_PATHWAY
BIOCARTA_LAIR_PATHWAY	0	0	0	0	0	0	BIOCARTA_LAIR_PATHWAY
BIOCARTA_LDL_PATHWAY	0	0	0	0	0	0	BIOCARTA_LDL_PATHWAY
BIOCARTA_LECTIN_PATHWAY	0	0	0	0	0	0	BIOCARTA_LECTIN_PATHWAY
BIOCARTA_LEPTIN_PATHWAY	0	0	0	0	0	0	BIOCARTA_LEPTIN_PATHWAY
BIOCARTA_LIS1_PATHWAY	0	0	0	0	0	0	BIOCARTA_LIS1_PATHWAY
BIOCARTA_LONGEVITY_PATHWAY	0	0	0	0	0	0	BIOCARTA_LONGEVITY_PATHWAY
BIOCARTA_LYM_PATHWAY	0	0	0	0	0	0	BIOCARTA_LYM_PATHWAY
BIOCARTA_LYMPHOCYTE_PATHWAY	0	0	0	0	0	0	BIOCARTA_LYMPHOCYTE_PATHWAY
BIOCARTA_MAL_PATHWAY	0	0.271820831964657	0	0.415752086919552	0	0.70219012856913	BIOCARTA_MAL_PATHWAY
BIOCARTA_MALATEX_PATHWAY	0	0	0	0	0	0	BIOCARTA_MALATEX_PATHWAY
BIOCARTA_MAPK_PATHWAY	0.0190888064752305	0.713037318256906	0.0602167653830861	0.0625584204174089	1.03227964778519	0.638862368390275	BIOCARTA_MAPK_PATHWAY
BIOCARTA_MCALPAIN_PATHWAY	0	0.398485267677524	0	0	0	0	BIOCARTA_MCALPAIN_PATHWAY
BIOCARTA_MCM_PATHWAY	0	0	7.02279886026884	0	0	0	BIOCARTA_MCM_PATHWAY
BIOCARTA_MEF2D_PATHWAY	0	0.820046157925885	0	0	0.661633278130685	0	BIOCARTA_MEF2D_PATHWAY
BIOCARTA_MELANOCYTE_PATHWAY	0	0	0	0	0	0	BIOCARTA_MELANOCYTE_PATHWAY
BIOCARTA_MET_PATHWAY	0.392885180198398	2.66906938010163	0.220484765349727	0.225143124407058	0.410386125598626	0	BIOCARTA_MET_PATHWAY
BIOCARTA_MHC_PATHWAY	0.879116378606608	0	1.19308056451722	0	0	0	BIOCARTA_MHC_PATHWAY
BIOCARTA_MITOCHONDRIA_PATHWAY	0.223489356887777	0.221209693179314	0.945692338505699	0.355680764493178	0	0	BIOCARTA_MITOCHONDRIA_PATHWAY
BIOCARTA_MITR_PATHWAY	0	0	0	0	0	0	BIOCARTA_MITR_PATHWAY
BIOCARTA_MONOCYTE_PATHWAY	0	0	0	0	0	0	BIOCARTA_MONOCYTE_PATHWAY
BIOCARTA_MPR_PATHWAY	0	0.398485267677524	0.552824393574245	0.559263488991656	0	0	BIOCARTA_MPR_PATHWAY
BIOCARTA_MRP_PATHWAY	0	0	0	0	0	0	BIOCARTA_MRP_PATHWAY
BIOCARTA_MSP_PATHWAY	0	0	0	0	0	0	BIOCARTA_MSP_PATHWAY
BIOCARTA_MTA3_PATHWAY	0	0	0	0	0	0	BIOCARTA_MTA3_PATHWAY
BIOCARTA_MTOR_PATHWAY	0	0.194051933131016	0	0	0	0	BIOCARTA_MTOR_PATHWAY
